,Unnamed: 0,event_id,primary_act_id,secondary_act_id,purch_party_lkup_id,event_name,primary_act_name,secondary_act_name,major_cat_name,minor_cat_name,la_event_type_cat,event_disp_name,ticket_text,tickets_purchased_qty,trans_face_val_amt,delivery_type_cd,event_date_time,event_dt,presale_dt,onsale_dt,sales_ord_create_dttm,sales_ord_tran_dt,print_dt,timezn_nm,venue_city,venue_state,venue_postal_cd_sgmt_1,sales_platform_cd,print_flg,la_valid_tkt_event_flg,fin_mkt_nm,web_session_cookie_val,gndr_cd,age_yr,income_amt,edu_val,edu_1st_indv_val,edu_2nd_indv_val,adults_in_hh_num,married_ind,child_present_ind,home_owner_ind,occpn_val,occpn_1st_val,occpn_2nd_val,dist_to_ven
4199,4200,c39948e7c5b2239e3d74,8ece566dec0c146b25cd,b85143bf51323b72e53c,c06719bd3759fb2980bd,Beyonce - the formation world tour,Beyoncé,,CONCERTS,R & B,CONCERTS,Beyonce - the formation world tour,   LIVE NATION PRESENTS            BEYONCE           THE FORMATION WORLD TOUR                                 ROGERS CENTRE         WED MAY 25 2016 6:00PM  ,2,150.0,eTicket,2016-05-25 22:00:00,2016-05-25,2016-02-09,2016-02-16,2016-02-09 15:07:56,2016-02-09,,EST,TORONTO,ONTARIO,M5V,www.ticketmaster.ca,F ,Y ,Toronto,c06719bd3759fb2980bd,,,,,,,,,,,,,,
4202,4203,4fa5c62001f195708687,58023474c9f6c991ac3e,b85143bf51323b72e53c,7b46807ea987e274616f,Muse: Drones World Tour,Muse,,CONCERTS,ROCK/POP,CONCERTS,Muse: Drones World Tour,"   LIVE NATION PRESENTS              MUSE                                            MODA CENTER               PORTLAND, OR        SUN DEC 13 2015 8:00 PM  ",2,139.0,eTicket,2015-12-14 04:00:00,2015-12-13,2015-09-23,2015-09-25,2015-09-25 17:18:09,2015-09-25,2015-12-03,PST,PORTLAND,OREGON,97227,www.ticketmaster.com,T ,Y ,Portland,7b46807ea987e274616f,,,,,,,,,,,,,,
4204,4205,e65b11dc1658636f651c,4f63ff32caf301067e40,61496504022aad80821a,1c6e3b4fdcb47876dda5,5 Seconds Of Summer: Rock Out With Your Socks Out Tour,5 Seconds of Summer,Hey Violet,CONCERTS,ROCK/POP,CONCERTS,5 Seconds Of Summer: Rock Out With Your Socks Out Tour,     NABISCO PRESENTS        5 SECONDS OF SUMMER           WWW.5SOS.COM       PERFECT VODKA AMPHITHEATRESOUTH FLORIDA FAIRGROUNDS  SUN SEP 13 2015 7:30 PM  ,2,18.0,eTicket,2015-09-13 23:30:00,2015-09-13,2014-08-05,2014-08-09,2015-04-01 14:12:20,2015-04-01,2015-09-13,EST,WEST PALM BEACH,FLORIDA,33411,www.concerts.livenation.com,T ,Y ,Miami,1c6e3b4fdcb47876dda5,,,,,,,,,,,,,,
4216,4217,50d6768bba532b8e6a46,f50da7a4765daac8bc0f,b85143bf51323b72e53c,2d1061530e7ea3b388fe,Adele,Adele,,CONCERTS,ROCK/POP,CONCERTS,Adele,                                    ADELE                 WWW.ADELE.COM             PHILIPS ARENA                                  FRI OCT 28 2016 7:30 PM  ,4,238.0,eTicket,2016-10-28 23:30:00,2016-10-28,2015-12-17,2015-12-17,2015-12-17 15:14:04,2015-12-17,2016-02-05,EST,ATLANTA,GEORGIA,30303,www.ticketmaster.com,T ,Y ,Atlanta,2d1061530e7ea3b388fe,,,,,,,,,,,,,,
4219,4220,ecca5f5928f30a4547c1,d7da63c3fc19e3acfef3,fc76b1ed0a18d7c33aac,797f0de3c2ff0c8f8af2,Outcry Tour,Hillsong Worship,Kari Jobe,CONCERTS,GOSPEL,CONCERTS,Outcry Tour,  LN & PREMIER PRESENTS          OUTCRY TOUR         HILLSONG WORSHIP & MORE      BJCC LEGACY ARENA           Outcrytour.com       FRI APR 08 2016 6:30 PM  ,7,265.65,TicketFast,2016-04-08 23:30:00,2016-04-08,2015-12-08,2015-12-14,2016-01-20 13:33:26,2016-01-20,,EST,BIRMINGHAM,ALABAMA,35203,www.ticketmaster.com,F ,Y ,Birmingham,797f0de3c2ff0c8f8af2,,,,,,,,,,,,,,
4221,4222,0b30c8120be5719591af,5a30008429ee66fc7b84,3a8c7fcf357544c951d9,f90a93ba8724d5aae282,Luke Bryan: Kill The Lights Tour 2016,Luke Bryan,Little Big Town,CONCERTS,COUNTRY,CONCERTS,Luke Bryan: Kill The Lights Tour 2016,KILL THE LIGHTS TOUR 2016         LUKE BRYAN              LUKEBRYAN.COM           LBT / DUSTIN LYNCH         JIFFY LUBE LIVE       FRI JUN 10 2016 7:00 PM  ,4,110.0,eTicket,2016-06-10 23:00:00,2016-06-10,2016-02-25,2016-02-26,2016-02-25 16:21:08,2016-02-25,2016-02-25,EST,BRISTOW,VIRGINIA,20136,www.concerts.livenation.com,T ,Y ,Washington DC,f90a93ba8724d5aae282,,,,,,,,,,,,,,
4223,4224,d2b5ffdfb8b032e0f005,b3eb54ae563b048d9c42,b85143bf51323b72e53c,f63f78f2213cb2fcdfef,Meat Loaf,Meat Loaf,,CONCERTS,ROCK/POP,CONCERTS,Meat Loaf,VEG & LIVE NATION PRESENT         MEAT LOAF            http://meatloaf.net    SANDS BETHLEHEM EVENT CNTR www.sandseventcenter.com  SAT MAR 26 2016 8:00 PM  ,3,238.5,TicketFast,2016-03-27 00:00:00,2016-03-26,2016-01-13,2016-01-15,2016-01-15 17:48:22,2016-01-15,2016-01-15,EST,BETHLEHEM,PENNSYLVANIA,18015,www.ticketmaster.com,T ,Y ,Delaware Valley,f63f78f2213cb2fcdfef,,,,,,,,,,,,,,
4224,4225,fc7284b04e73aec3bc9a,5f54e04e6e85542c77ab,025c19aeeeaceb6c99c3,3f414c6a42e041ecf9cc,Rise Against,Rise Against,Killswitch Engage,CONCERTS,ALTERNATIVE ROCK,CONCERTS,Rise Against,   LIVE NATION PRESENTS          RISE AGAINST                                  BLUE HILLS BANK PAVILION  NO CAMERAS/TAPES/SMOKING  FRI JUL 24 2015 7:00 PM  ,2,69.0,Mail,2015-07-24 23:00:00,2015-07-24,2015-04-07,2015-04-10,2015-04-09 17:33:59,2015-04-09,2015-04-16,EST,BOSTON,MASSACHUSETTS,02210,mobile.livenation.us,T ,Y ,Boston,3f414c6a42e041ecf9cc,,,,,,,,,,,,,,
4227,4228,ee8726bb67102606a147,11443bf23e90b4f2fc77,b48afa9f87178d09efe5,7aac3875b2aa593108b9,Classified,Classified,Sonreal,CONCERTS,RAP/URBAN,CONCERTS,Classified,    WWW.LIVENATION.COM            CLASSIFIED        ALL AGES / HST #R837398916 PHOENIX CONCERT THEATRE      410 SHERBOURNE ST     SAT FEB 13 2016  8PM DOORS,2,35.0,TicketFast,2016-02-14 01:00:00,2016-02-13,2015-10-27,2015-10-30,2016-01-22 19:25:38,2016-01-22,2016-01-22,EST,TORONTO,ONTARIO,M4X,www.ticketmaster.ca,T ,Y ,Toronto,7aac3875b2aa593108b9,,,,,,,,,,,,,,
4233,4234,857ea7acf6aa1b27e436,9ca56deca467bc96ae5c,fb566957c90c51736ef9,9ea91aa181b44fbb82bb,Kenny Chesney: Spread The Love Tour,Kenny Chesney,Old Dominion,CONCERTS,COUNTRY,CONCERTS,Kenny Chesney: Spread The Love Tour,  CORONA LIGHT PRESENTS         KENNY CHESNEY          SPREAD THE LOVE TOUR      ISLETA AMPHITHEATER          RAIN OR SHINE        THU MAY 05 2016 7:30 PM  ,2,152.5,TicketFast,2016-05-06 01:30:00,2016-05-05,2016-02-22,2016-02-26,2016-02-26 18:21:21,2016-02-26,,MST,ALBUQUERQUE,NEW MEXICO,87106,www.concerts.livenation.com,F ,Y ,New Mexico,9ea91aa181b44fbb82bb,,,,,,,,,,,,,,
4237,4238,7f3e64ce9b29392eb5aa,56ce6734b8f93354e5f2,1c2a4927cecd06afe208,26bc441e523150874b2d,Bring Me the Horizon,Bring Me the Horizon,Issues,CONCERTS,ROCK/POP,CONCERTS,Bring Me the Horizon,"   LIVE NATION PRESENTS      BRING ME THE HORIZON                                SOUTH SIDE BALLROOM     1135 S. LAMAR/DALLAS,TX   FRI OCT 16 2015 7:00 PM  ",1,29.75,eTicket,2015-10-17 00:00:00,2015-10-16,2015-07-23,2015-07-25,2015-10-06 02:10:25,2015-10-05,2015-10-16,CST,DALLAS,TEXAS,75215,mobile.livenation.us,T ,Y ,Dallas,26bc441e523150874b2d,,,,,,,,,,,,,,
4238,4239,639049b99ead03518a5d,5a30008429ee66fc7b84,3a8c7fcf357544c951d9,f3bee1675de3c684e4f6,Luke Bryan: Kill The Lights Tour 2016,Luke Bryan,Little Big Town,CONCERTS,COUNTRY,CONCERTS,Luke Bryan: Kill The Lights Tour 2016,KILL THE LIGHTS TOUR 2016         LUKE BRYAN              LUKEBRYAN.COM           LBT / DUSTIN LYNCH      VETERANS UNITED AMP VB   THU JUN 09 2016 7:00 PM  ,2,55.0,eTicket,2016-06-09 23:00:00,2016-06-09,2016-03-03,2016-03-04,2016-03-04 15:24:41,2016-03-04,2016-03-04,EST,VIRGINIA BEACH,VIRGINIA,23456,www.concerts.livenation.com,T ,Y ,Virginia,f3bee1675de3c684e4f6,,,,,,,,,,,,,,
4241,4242,0f90b3c0d6d3a0721b08,9ffd00909e660cb3a503,66521a492eea8acaea37,efa585fa8f8b26c1646f,The Stone Roses,Stone Roses,Rodrigo y Gabriela,CONCERTS,ALTERNATIVE ROCK,CONCERTS,The Stone Roses,"   LIVE NATION PRESENTS        THE STONE ROSES                                  MADISON SQUARE GARDEN       TWC CONCERT SERIES     THU JUN 30, 2016 8:00PM  ",6,540.0,TicketFast,2016-07-01 00:00:00,2016-06-30,,2016-02-26,2016-02-26 15:02:56,2016-02-26,2016-02-26,EST,NEW YORK,NEW YORK,10001,android.ticketmaster.us,T ,Y ,New York,efa585fa8f8b26c1646f,,,,,,,,,,,,,,
4243,4244,c39948e7c5b2239e3d74,8ece566dec0c146b25cd,b85143bf51323b72e53c,6a4a299390fa9d9d6304,Beyonce - the formation world tour,Beyoncé,,CONCERTS,R & B,CONCERTS,Beyonce - the formation world tour,   LIVE NATION PRESENTS            BEYONCE           THE FORMATION WORLD TOUR                                 ROGERS CENTRE         WED MAY 25 2016 6:00PM  ,2,610.0,eTicket,2016-05-25 22:00:00,2016-05-25,2016-02-09,2016-02-16,2016-02-09 17:03:14,2016-02-09,2016-02-29,EST,TORONTO,ONTARIO,M5V,iphone.ticketmaster.ca,T ,Y ,Toronto,6a4a299390fa9d9d6304,,,,,,,,,,,,,,
4246,4247,62bdf955552c4b50da01,ff9dfcd1cc72f8bccaf2,a020e139afb4f9658bc0,df28610cb784bc422f95,Zac Brown Band: Black Out The Sun Tour,Zac Brown Band,Drake White and the Big Fire,CONCERTS,COUNTRY,CONCERTS,Zac Brown Band: Black Out The Sun Tour,  BLACK OUT THE SUN TOUR        ZAC BROWN BAND         WWW.ZACBROWNBAND.COM     LAKEVIEW AMPHITHEATER       WWW.LIVENATION.COM     THU JUL 21 2016 7:00 PM  ,8,198.0,eTicket,2016-07-21 23:00:00,2016-07-21,2016-03-01,2016-03-04,2016-03-08 00:27:50,2016-03-07,2016-03-07,EST,SYRACUSE,NEW YORK,13209,iphone.ticketmaster.us,T ,Y ,Buffalo,df28610cb784bc422f95,,,,,,,,,,,,,,
4251,4252,3b7ee236c6113a9b63ab,a1e1fa77c0d05077152b,d6f11d5599f9d0dab7c8,ce2866c9264f63f21085,"Mayday Parade & the maine """"""""""""""""the american lines tour '16""""""""""""""""",Mayday Parade,The Maine,CONCERTS,ROCK/POP,CONCERTS,"Mayday Parade & the maine """"""""""""""""the american lines tour '16""""""""""""""""",   LIVE NATION PRESENTS   MAYDAY PARADE & THE MAINE  AMERICAN LINES TOUR '16       MERCURY BALLROOM        LOUISVILLE KENTUCKY    SUN MAR 13 2016 DOORS 7PM ,3,75.0,Mail,2016-03-14 00:00:00,2016-03-13,,2015-12-18,2016-01-23 20:07:07,2016-01-23,2016-01-27,EST,LOUISVILLE,KENTUCKY,40202,mobile.livenation.us,T ,Y ,Cincinnati-KY,ce2866c9264f63f21085,,,,,,,,,,,,,,
4252,4253,d9238e0c4729559b5050,5a30008429ee66fc7b84,9021d10ae169fed0ebb8,8d5450725a817f8640fb,Luke Bryan - kick the dust up tour 2015,Luke Bryan,Randy Houser,CONCERTS,COUNTRY,CONCERTS,Luke Bryan - kick the dust up tour 2015,"KICK THE DUST UP TOUR 2015        LUKE BRYAN              LUKEBRYAN.COM       RANDY HOUSER/DUSTIN LYNCH ALAMODOME/SAN ANTONIO, TX  THU OCT 22 2015 7:30 PM  ",2,60.5,TicketFast,2015-10-23 00:30:00,2015-10-22,2015-06-17,2015-06-19,2015-08-26 22:18:26,2015-08-26,2015-08-27,CST,SAN ANTONIO,TEXAS,78203,www.ticketmaster.com,T ,Y ,San Antonio,8d5450725a817f8640fb,,,,,,,,,,,,,,
4259,4260,52917568ae9b05fdcdac,5a30008429ee66fc7b84,75578de54ddf5b3ca7dd,921b3ac3356c4a04f228,Luke Bryan: Kick The Dust Up Tour 2015,Luke Bryan,Florida Georgia Line,CONCERTS,COUNTRY,CONCERTS,Luke Bryan: Kick The Dust Up Tour 2015,KICK THE DUST UP TOUR 2015        LUKE BRYAN             FGL/Randy Houser        FirstEnergy Stadium           Dustin Lynch       SAT SEP 5 2015 DRS 4:30 PM,3,269.25,Mail,2015-09-05 21:25:00,2015-09-05,2015-03-11,2015-03-13,2015-07-07 20:02:52,2015-07-07,2015-07-15,CST,CLEVELAND,OHIO,44114,www.ticketmaster.com,T ,Y ,Cleveland,921b3ac3356c4a04f228,,,,,,,,,,,,,,
4266,4267,87fa6f6d7c492d459459,8a73711ab2cbfc6c2a2b,a75891d4890a9b64c0f5,197db93953ce6ef27888,My Morning Jacket,My Morning Jacket,The Barr Brothers,CONCERTS,ALTERNATIVE ROCK,CONCERTS,My Morning Jacket,   LIVE NATION PRESENTS       MY MORNING JACKET      WWW.MYMORNINGJACKET.COM    FARM BUREAU INSURANCE   LAWN @ WHITE RIVER ST PRK  THU MAY 26 2016 7:00 PM  ,2,61.0,Mail,2016-05-26 23:00:00,2016-05-26,2016-01-21,2016-01-22,2016-02-05 21:13:10,2016-02-05,2016-02-08,CST,INDIANAPOLIS,INDIANA,46204,www.concerts.livenation.com,T ,Y ,Indiana-Ohio,197db93953ce6ef27888,,,,,,,,,,,,,,
4270,4271,f7f26e28c09782c68f11,5dc715142717c29ca324,b85143bf51323b72e53c,0ee2818078bafb9a5b75,Paul Simon,Paul Simon,,CONCERTS,ROCK/POP,CONCERTS,Paul Simon,   2016 SUMMER CONCERTS           Paul Simon            www.paulsimon.com        CHATEAU STE MICHELLE       WINERYCONCERTS.COM     SUN MAY 29 2016 7:00 PM  ,4,260.0,eTicket,2016-05-30 02:00:00,2016-05-29,2016-02-22,2016-02-27,2016-02-24 00:44:06,2016-02-23,,PST,WOODINVILLE,WASHINGTON,98072,www.ticketmaster.com,F ,Y ,Seattle,0ee2818078bafb9a5b75,,,,,,,,,,,,,,
4271,4272,b67715ea1653ae26356f,8ece566dec0c146b25cd,b85143bf51323b72e53c,0cccbe93b06b6ed67dd4,Beyonce - the formation world tour,Beyoncé,,CONCERTS,R & B,CONCERTS,Beyonce - the formation world tour,"   LIVE NATION PRESENTS            BEYONCE           THE FORMATION WORLD TOUR  ROSE BOWL, PASADENA, CA        RAIN OR SHINE          SAT MAY 14 2016 6PM    ",2,200.0,eTicket,2016-05-15 01:00:00,2016-05-14,2016-02-09,2016-02-16,2016-02-09 20:06:14,2016-02-09,,PST,PASADENA,CALIFORNIA,91103,www.ticketmaster.com,F ,Y ,Los Angeles,0cccbe93b06b6ed67dd4,,,,,,,,,,,,,,
4273,4274,793c02736aa41c1d55a1,02f6bf707722345a4ab9,8e39b35f80b9a7e23e2b,aba7e33b221088f50735,Barenaked Ladies - last summer on earth 2015,Barenaked Ladies,Violent Femmes,CONCERTS,ROCK/POP,CONCERTS,Barenaked Ladies - last summer on earth 2015,   LAST SUMMER ON EARTH        BARENAKED LADIES      WWW.BARENAKEDLADIES.COM      MOHEGAN SUN ARENA                                SAT JUN 27 2015 7:30 PM  ,1,33.5,eTicket,2015-06-27 23:30:00,2015-06-27,2015-02-11,2015-02-20,2015-04-08 23:16:22,2015-04-08,2015-04-08,EST,UNCASVILLE,CONNECTICUT,06382,iphone.ticketmaster.us,T ,Y ,Boston,aba7e33b221088f50735,,,,,,,,,,,,,,
4276,4277,ab4d76356167b96ecc76,63a01643ba1d79b84831,d45f95bcfe56d3a622c7,d3e192f1d8e675f0960c,Def Leppard,Def Leppard,Foreigner,CONCERTS,ROCK/POP,CONCERTS,Def Leppard,   LIVE NATION PRESENTS          DEF LEPPARD                                      XCEL ENERGY CENTER       SAINT PAUL MINNESOTA    MON OCT 05 2015 7:00 PM  ,2,194.0,eTicket,2015-10-06 00:00:00,2015-10-05,2015-04-15,2015-04-18,2015-04-22 02:02:38,2015-04-21,2015-04-26,CST,SAINT PAUL,MINNESOTA,55102,mobile.ticketmaster.us,T ,Y ,Minnesota,d3e192f1d8e675f0960c,,,,,,,,,,,,,,
4279,4280,e0dc10c6cbdb36322ef8,24d54148826b4f5d62ae,b85143bf51323b72e53c,e4526dd274491242bff1,Hallmark Channel Presents Trans-siberian Orchestra 2015,Trans-Siberian Orchestra,,CONCERTS,ETHNIC/FOREIGN,CONCERTS,Hallmark Channel Presents Trans-siberian Orchestra 2015,"HALLMARK CHANNEL PRESENTS  TRANS-SIBERIAN ORCHESTRA   GHOSTS OF CHRISTMS EVE  Q102,B105,MIX949 PRESENTS      U.S. BANK ARENA       FRI DEC 04 2015 8:00 PM  ",3,150.0,TicketFast,2015-12-05 01:00:00,2015-12-04,2015-09-16,2015-09-18,2015-11-13 17:29:32,2015-11-13,2015-11-13,EST,CINCINNATI,OHIO,45202,www.ticketmaster.com,T ,Y ,Cincinnati-KY,e4526dd274491242bff1,,,,,,,,,,,,,,
4285,4286,6a29b3ce070e39263e50,78f59851c6d7979600ad,b483607547f977aac0ec,48acd91c74f9086102b3,Darius Rucker: Southern Style Tour 2015,Darius Rucker,David Nail,CONCERTS,ROCK/POP,CONCERTS,Darius Rucker: Southern Style Tour 2015,   www.dariusrucker.com         DARIUS RUCKER          SOUTHERN STYLE TOUR                                    COVELLI CENTRE       SAT OCT 10 2015 7:30 PM  ,2,99.5,eTicket,2015-10-10 23:30:00,2015-10-10,2015-08-04,2015-08-07,2015-08-04 23:44:57,2015-08-04,2015-10-01,CST,YOUNGSTOWN,OHIO,44503,mobile.ticketmaster.us,T ,Y ,Cleveland,48acd91c74f9086102b3,,,,,,,,,,,,,,
4286,4287,d95feb619765d7e32a86,2cd67d26ed713474e48a,6ccf8388db7c7cf7d49e,dfbbd65358a2840989b9,Incubus/deftones 2015 tour,Incubus,Deftones,CONCERTS,ROCK/POP,CONCERTS,Incubus/deftones 2015 tour,LIVE NATION | C3 PRESENTS          INCUBUS                     ***                     DEFTONES           AUSTIN360 AMPHITHEATER   AUG 17 2015 6:15PM SHARP ,2,50.0,TicketFast,2015-08-17 23:15:00,2015-08-17,2015-04-20,2015-04-24,2015-05-06 17:35:24,2015-05-06,2015-08-17,CST,DEL VALLE,TEXAS,78617,www.ticketmaster.com,T ,Y ,San Antonio,dfbbd65358a2840989b9,,,,,,,,,,,,,,
4288,4289,19fa6f68fe9523b58b30,451e4eac7cc90edaf257,ec98b7f024aa56ff79b7,360f6b5579e8867f4fba,Ed Sheeran,Ed Sheeran,Passenger,CONCERTS,POP,CONCERTS,Ed Sheeran,                                  ED SHEERAN            WWW.EDSHEERAN.COM      HOLLYWOOD CASINO AMP CHI  NO PROF CAMS VID/AUD REC  WED SEP 16 2015 7:00 PM  ,2,86.0,eTicket,2015-09-17 00:00:00,2015-09-16,2015-04-06,2015-04-10,2015-04-07 02:37:07,2015-04-06,2015-09-16,CST,TINLEY PARK,ILLINOIS,60477,www.concerts.livenation.com,T ,Y ,Chicago,360f6b5579e8867f4fba,,,,,,,,,,,,,,
4292,4293,f66d56b43d80207f9955,82853b14fc83f4e7e2dc,b85143bf51323b72e53c,0fbf87321e2ef00f1920,Timeflies,Timeflies,,CONCERTS,ROCK/POP,CONCERTS,Timeflies, DOORS 7:00 PM * ALL AGES         TIMEFLIES           THE JUST FOR FUN TOUR    THE PAGEANT * ST. LOUIS      WWW.THEPAGEANT.COM     FRI NOV 06 2015 8:00 PM  ,2,53.0,eTicket,2015-11-07 02:00:00,2015-11-06,,2015-06-26,2015-10-04 11:44:52,2015-10-04,2015-10-04,CST,SAINT LOUIS,MISSOURI,63112,www.ticketmaster.com,T ,Y ,St. Louis,0fbf87321e2ef00f1920,,,,,,,,,,,,,,
4299,4300,52ba9afb8c22b0c3b588,9662927f72fae932b30d,b85143bf51323b72e53c,84173ed5a088bcc2a392,Brantley Gilbert,Brantley Gilbert,,CONCERTS,COUNTRY,CONCERTS,Brantley Gilbert,      JRFM PRESENTS            BRANTLEY GILBERT            WITH GUESTS            COMMODORE BALLROOM     NO MINORS/GOV'T ID REQ'D  WED SEP 23 2015 DRS 7PM  ,2,84.0,eTicket,2015-09-24 02:00:00,2015-09-23,,2015-04-24,2015-04-25 03:32:51,2015-04-24,2015-09-23,PST,VANCOUVER,BRITISH COLUMBIA,V6Z,www.concerts.livenation.com,T ,Y ,Vancouver,84173ed5a088bcc2a392,,,,,,,,,,,,,,
4302,4303,7366781cbea43a1bb240,2cd67d26ed713474e48a,6ccf8388db7c7cf7d49e,9760ebb7dfedce362c04,Live105 Presents: Incubus/deftones 2015 tour,Incubus,Deftones,CONCERTS,ROCK/POP,CONCERTS,Live105 Presents: Incubus/deftones 2015 tour,   LIVE NATION PRESENTS            INCUBUS                                             DEFTONES           SHORELINE AMPHITHEATRE  AUG 26 2015 6:15 PM SHARP ,2,65.0,eTicket,2015-08-27 01:15:00,2015-08-26,2015-04-20,2015-04-24,2015-04-24 17:38:22,2015-04-24,2015-04-24,PST,MOUNTAIN VIEW,CALIFORNIA,94043,www.concerts.livenation.com,T ,Y ,N. California,9760ebb7dfedce362c04,,,,,,,,,,,,,,
4304,4305,ef74c4522edbda2001f5,4762fe2956bc885f13fe,b85143bf51323b72e53c,dd1417cdcfab30ef65fd,Dead & Company,Dead & Company,,CONCERTS,ROCK/POP,CONCERTS,Dead & Company,LIVE NATION & DZP PRESENTS      DEAD & COMPANY                                  MGM GRAND GARDEN ARENA       L.E.T. Included       SAT NOV 28 2015 7:30 PM  ,3,297.0,eTicket,2015-11-29 03:30:00,2015-11-28,2015-09-16,2015-09-18,2015-09-18 19:25:49,2015-09-18,2015-10-15,PST,LAS VEGAS,NEVADA,89109,www.ticketmaster.com,T ,Y ,Las Vegas,dd1417cdcfab30ef65fd,,,,,,,,,,,,,,
4305,4306,e37b9c3417ee913d275b,83ad9f4b29c0d5cb179f,c9ad48af91d710448693,402c5ce634fd4181fb37,Slash Featuring Myles Kennedy & the conspirators: world on fire tour,Slash,Fozzy,CONCERTS,ROCK/POP,CONCERTS,Slash Featuring Myles Kennedy & the conspirators: world on fire tour,"   Live Nation Presents   Slash feat. Myles Kennedy    and The Conspirators      SOUTH SIDE BALLROOM     1135 S. LAMAR/DALLAS,TX   SUN MAY 24 2015 8:00 PM  ",5,187.5,eTicket,2015-05-25 01:00:00,2015-05-24,2015-02-25,2015-02-27,2015-05-23 19:42:46,2015-05-23,2015-05-24,CST,DALLAS,TEXAS,75215,www.concerts.livenation.com,T ,Y ,Dallas,402c5ce634fd4181fb37,,,,,,,,,,,,,,
4306,4307,473670af2f0e6f170b33,00f2594512405e623363,c896c2a40c28ae05bb7d,37d63d97e046c5a9e745,Black Sabbath: The End,Black Sabbath,Rival Sons,CONCERTS,HEAVY METAL,CONCERTS,Black Sabbath: The End,   LIVE NATION PRESENTS         BLACK SABBATH                THE END            NIKON JONES BEACH THTR        RAIN OR SHINE        WED AUG 17 2016 7:30 PM  ,1,95.0,eTicket,2016-08-17 23:30:00,2016-08-17,2015-10-28,2015-10-31,2016-01-21 22:50:04,2016-01-21,,EST,WANTAGH,NEW YORK,11793,www.concerts.livenation.com,F ,Y ,New York,37d63d97e046c5a9e745,,,,,,,,,,,,,,
4307,4308,2755230aaad8a896efc2,23195793b5f5c13ee1cb,34bdd18e98c2a99eedf2,a47de54f395cf82cd98e,Three Days Grace,Three Days Grace,Halestorm,CONCERTS,ROCK/POP,CONCERTS,Three Days Grace, LIVENATION.COM PRESENTS       THREE DAYS GRACE            WITH GUESTS         BURTON CUMMINGS THEATRE             ****             MON NOV 16 2015 8:00PM  ,2,90.0,TicketFast,2015-11-17 02:00:00,2015-11-16,2015-06-04,2015-06-05,2015-06-08 04:06:05,2015-06-07,2015-11-15,PST,WINNIPEG,MANITOBA,R3B,www.ticketmaster.ca,T ,Y ,Winnipeg,a47de54f395cf82cd98e,,,,,,,,,,,,,,
4312,4313,0fca5094d4bf0a42b140,99864ec9b68938e471b2,b85143bf51323b72e53c,50911acc89efff1a3c29,Madonna Rebel Heart Tour,Madonna,,CONCERTS,ROCK/POP,CONCERTS,Madonna Rebel Heart Tour,   LIVE NATION PRESENTS            MADONNA               REBEL HEART TOUR           Philips Arena            OPENING ACT 8PM           WED JAN 20 2016      ,2,508.0,BWC,2016-01-21 01:00:00,2016-01-20,2015-03-10,2015-03-16,2016-01-04 16:57:23,2016-01-04,2016-01-14,EST,ATLANTA,GEORGIA,30303,www.ticketmaster.com,T ,Y ,Atlanta,50911acc89efff1a3c29,,,,,,,,,,,,,,
4313,4314,54503f398089e54ea6a4,99864ec9b68938e471b2,b85143bf51323b72e53c,563044d4284e0d95c59a,Madonna Rebel Heart Tour,Madonna,,CONCERTS,ROCK/POP,CONCERTS,Madonna Rebel Heart Tour,   LIVE NATION PRESENTE            MADONNA               REBEL HEART TOUR          CENTRE VIDEOTRON       PREMIERE PARTIE 20H00     LUN 21 SEPT 2015 20H00  ,2,190.0,eTicket,2015-09-22 00:00:00,2015-09-21,2015-05-01,2015-05-02,2015-09-02 00:59:37,2015-09-01,2015-09-01,EST,QUÉBEC,QUEBEC,G1L,www.ticketmaster.ca,T ,Y ,Montreal,563044d4284e0d95c59a,,,,,,,,,,,,,,
4320,4321,94f673df380d3a39af35,8475a7f6159d0149c11d,f93448eb9d073116037d,dcb1ffc4e578824044e6,Radio 104.5's 9th birthday show,Florence and the Machine,The Lumineers,CONCERTS,ROCK/POP,CONCERTS,Radio 104.5's 9th birthday show,    WWW.LIVENATION.COM      FLORENCE & THE MACHINE  RADIO 104.5 BIRTHDAY SHOW       BB&T PAVILION       RAIN OR SHINE*NO REF/EXCH  FRI JUN 17 2016 1PM DRS  ,2,20.9,eTicket,2016-06-17 18:00:00,2016-06-17,2016-02-11,2016-02-12,2016-02-11 17:01:51,2016-02-11,,EST,CAMDEN,NEW JERSEY,08103,www.concerts.livenation.com,F ,Y ,Delaware Valley,dcb1ffc4e578824044e6,,,,,,,,,,,,,,
4323,4324,2a16e62a380c1c4060c7,0cec3902a7c3af6fce6c,dd95d852672f41e5109a,387bc05507051f4f4640,Lady Antebellum: Wheels Up 2015 tour with hunter hayes & sam hunt,Lady Antebellum,Hunter Hayes,CONCERTS,COUNTRY,CONCERTS,Lady Antebellum: Wheels Up 2015 tour with hunter hayes & sam hunt,  Quicken Loans Presents       LADY ANTEBELLUM            #WheelsUpTour        Hunter Hayes & Sam Hunt   Sleep Train Amphitheatre  FRI JUL 10 2015 7:00 PM  ,6,241.5,eTicket,2015-07-11 02:00:00,2015-07-10,2015-02-18,2015-02-20,2015-06-13 19:59:10,2015-06-13,2015-06-13,PST,CHULA VISTA,CALIFORNIA,91911,www.concerts.livenation.com,T ,Y ,San Diego,387bc05507051f4f4640,,,,,,,,,,,,,,
